"동별","연령별","시점","계","한국인","등록외국인",
"남현동","합계","2024 년","17724","17507","217",
"남현동","합계","2025 년","17469","17248","221",
"남현동","0~4세","2024 년","325","322","3",
"남현동","0~4세","2025 년","311","309","2",
"남현동","5~9세","2024 년","345","343","2",
"남현동","5~9세","2025 년","284","281","3",
"남현동","10~14세","2024 년","327","327","-",
"남현동","10~14세","2025 년","355","354","1",
"남현동","15~19세","2024 년","361","361","-",
"남현동","15~19세","2025 년","348","345","3",
"남현동","20~24세","2024 년","1023","1008","15",
"남현동","20~24세","2025 년","933","918","15",
"남현동","25~29세","2024 년","2595","2556","39",
"남현동","25~29세","2025 년","2515","2463","52",
"남현동","30~34세","2024 년","2415","2366","49",
"남현동","30~34세","2025 년","2380","2345","35",
"남현동","35~39세","2024 년","1464","1444","20",
"남현동","35~39세","2025 년","1477","1453","24",
"남현동","40~44세","2024 년","1176","1163","13",
"남현동","40~44세","2025 년","1083","1066","17",
"남현동","45~49세","2024 년","937","924","13",
"남현동","45~49세","2025 년","1001","988","13",
"남현동","50~54세","2024 년","1165","1145","20",
"남현동","50~54세","2025 년","1061","1044","17",
"남현동","55~59세","2024 년","1204","1181","23",
"남현동","55~59세","2025 년","1230","1211","19",
"남현동","60~64세","2024 년","1185","1177","8",
"남현동","60~64세","2025 년","1129","1118","11",
"남현동","65~69세","2024 년","1093","1089","4",
"남현동","65~69세","2025 년","1134","1132","2",
"남현동","70~74세","2024 년","794","788","6",
"남현동","70~74세","2025 년","828","822","6",
"남현동","75~79세","2024 년","625","624","1",
"남현동","75~79세","2025 년","664","663","1",
"남현동","80~84세","2024 년","443","443","-",
"남현동","80~84세","2025 년","446","446","-",
"남현동","85~89세","2024 년","170","169","1",
"남현동","85~89세","2025 년","198","198","-",
"남현동","90~94세","2024 년","62","62","-",
"남현동","90~94세","2025 년","81","81","-",
"남현동","95~99세","2024 년","13","13","-",
"남현동","95~99세","2025 년","10","10","-",
"남현동","100세 이상","2024 년","2","2","-",
"남현동","100세 이상","2025 년","1","1","-",
"서원동","합계","2024 년","23874","22958","916",
"서원동","합계","2025 년","23834","22792","1042",
"서원동","0~4세","2024 년","242","235","7",
"서원동","0~4세","2025 년","205","196","9",
"서원동","5~9세","2024 년","226","219","7",
"서원동","5~9세","2025 년","205","200","5",
"서원동","10~14세","2024 년","309","305","4",
"서원동","10~14세","2025 년","283","279","4",
"서원동","15~19세","2024 년","457","432","25",
"서원동","15~19세","2025 년","470","423","47",
"서원동","20~24세","2024 년","1967","1768","199",
"서원동","20~24세","2025 년","1811","1565","246",
"서원동","25~29세","2024 년","4718","4479","239",
"서원동","25~29세","2025 년","4659","4370","289",
"서원동","30~34세","2024 년","3764","3636","128",
"서원동","30~34세","2025 년","3870","3718","152",
"서원동","35~39세","2024 년","1738","1670","68",
"서원동","35~39세","2025 년","1874","1812","62",
"서원동","40~44세","2024 년","1430","1390","40",
"서원동","40~44세","2025 년","1382","1345","37",
"서원동","45~49세","2024 년","1254","1215","39",
"서원동","45~49세","2025 년","1271","1235","36",
"서원동","50~54세","2024 년","1367","1326","41",
"서원동","50~54세","2025 년","1323","1284","39",
"서원동","55~59세","2024 년","1379","1326","53",
"서원동","55~59세","2025 년","1386","1335","51",
"서원동","60~64세","2024 년","1370","1329","41",
"서원동","60~64세","2025 년","1298","1259","39",
"서원동","65~69세","2024 년","1198","1178","20",
"서원동","65~69세","2025 년","1255","1235","20",
"서원동","70~74세","2024 년","882","879","3",
"서원동","70~74세","2025 년","949","945","4",
"서원동","75~79세","2024 년","733","733","-",
"서원동","75~79세","2025 년","719","719","-",
"서원동","80~84세","2024 년","530","529","1",
"서원동","80~84세","2025 년","541","541","-",
"서원동","85~89세","2024 년","242","241","1",
"서원동","85~89세","2025 년","260","258","2",
"서원동","90~94세","2024 년","54","54","-",
"서원동","90~94세","2025 년","61","61","-",
"서원동","95~99세","2024 년","13","13","-",
"서원동","95~99세","2025 년","11","11","-",
"서원동","100세 이상","2024 년","1","1","-",
"서원동","100세 이상","2025 년","1","1","-",
"신원동","합계","2024 년","18316","17376","940",
"신원동","합계","2025 년","18155","17199","956",
"신원동","0~4세","2024 년","158","140","18",
"신원동","0~4세","2025 년","136","122","14",
"신원동","5~9세","2024 년","211","192","19",
"신원동","5~9세","2025 년","183","166","17",
"신원동","10~14세","2024 년","292","283","9",
"신원동","10~14세","2025 년","287","279","8",
"신원동","15~19세","2024 년","398","380","18",
"신원동","15~19세","2025 년","368","342","26",
"신원동","20~24세","2024 년","1272","1154","118",
"신원동","20~24세","2025 년","1237","1088","149",
"신원동","25~29세","2024 년","2959","2806","153",
"신원동","25~29세","2025 년","2837","2669","168",
"신원동","30~34세","2024 년","2401","2309","92",
"신원동","30~34세","2025 년","2492","2390","102",
"신원동","35~39세","2024 년","1270","1195","75",
"신원동","35~39세","2025 년","1297","1222","75",
"신원동","40~44세","2024 년","1092","1036","56",
"신원동","40~44세","2025 년","1057","1004","53",
"신원동","45~49세","2024 년","994","945","49",
"신원동","45~49세","2025 년","1001","958","43",
"신원동","50~54세","2024 년","1259","1173","86",
"신원동","50~54세","2025 년","1177","1113","64",
"신원동","55~59세","2024 년","1284","1159","125",
"신원동","55~59세","2025 년","1222","1111","111",
"신원동","60~64세","2024 년","1171","1103","68",
"신원동","60~64세","2025 년","1157","1093","64",
"신원동","65~69세","2024 년","1125","1091","34",
"신원동","65~69세","2025 년","1150","1104","46",
"신원동","70~74세","2024 년","830","816","14",
"신원동","70~74세","2025 년","892","880","12",
"신원동","75~79세","2024 년","711","708","3",
"신원동","75~79세","2025 년","728","726","2",
"신원동","80~84세","2024 년","571","570","1",
"신원동","80~84세","2025 년","577","577","-",
"신원동","85~89세","2024 년","234","234","-",
"신원동","85~89세","2025 년","262","262","-",
"신원동","90~94세","2024 년","69","67","2",
"신원동","90~94세","2025 년","82","81","1",
"신원동","95~99세","2024 년","12","12","-",
"신원동","95~99세","2025 년","11","10","1",
"신원동","100세 이상","2024 년","3","3","-",
"신원동","100세 이상","2025 년","2","2","-",
"서림동","합계","2024 년","24669","23209","1460",
"서림동","합계","2025 년","25112","23462","1650",
"서림동","0~4세","2024 년","220","216","4",
"서림동","0~4세","2025 년","222","217","5",
"서림동","5~9세","2024 년","339","337","2",
"서림동","5~9세","2025 년","283","277","6",
"서림동","10~14세","2024 년","389","385","4",
"서림동","10~14세","2025 년","364","360","4",
"서림동","15~19세","2024 년","688","518","170",
"서림동","15~19세","2025 년","732","528","204",
"서림동","20~24세","2024 년","2306","1811","495",
"서림동","20~24세","2025 년","2386","1834","552",
"서림동","25~29세","2024 년","3997","3577","420",
"서림동","25~29세","2025 년","4121","3653","468",
"서림동","30~34세","2024 년","3197","3042","155",
"서림동","30~34세","2025 년","3342","3160","182",
"서림동","35~39세","2024 년","1903","1820","83",
"서림동","35~39세","2025 년","1976","1890","86",
"서림동","40~44세","2024 년","1708","1672","36",
"서림동","40~44세","2025 년","1588","1537","51",
"서림동","45~49세","2024 년","1402","1374","28",
"서림동","45~49세","2025 년","1456","1431","25",
"서림동","50~54세","2024 년","1577","1558","19",
"서림동","50~54세","2025 년","1536","1517","19",
"서림동","55~59세","2024 년","1488","1466","22",
"서림동","55~59세","2025 년","1487","1464","23",
"서림동","60~64세","2024 년","1489","1476","13",
"서림동","60~64세","2025 년","1420","1406","14",
"서림동","65~69세","2024 년","1323","1319","4",
"서림동","65~69세","2025 년","1371","1365","6",
"서림동","70~74세","2024 년","1021","1018","3",
"서림동","70~74세","2025 년","1129","1126","3",
"서림동","75~79세","2024 년","732","730","2",
"서림동","75~79세","2025 년","744","742","2",
"서림동","80~84세","2024 년","529","529","-",
"서림동","80~84세","2025 년","575","575","-",
"서림동","85~89세","2024 년","263","263","-",
"서림동","85~89세","2025 년","273","273","-",
"서림동","90~94세","2024 년","68","68","-",
"서림동","90~94세","2025 년","81","81","-",
"서림동","95~99세","2024 년","25","25","-",
"서림동","95~99세","2025 년","23","23","-",
"서림동","100세 이상","2024 년","5","5","-",
"서림동","100세 이상","2025 년","3","3","-",
"신사동","합계","2024 년","24405","22171","2234",
"신사동","합계","2025 년","24296","22012","2284",
"신사동","0~4세","2024 년","215","175","40",
"신사동","0~4세","2025 년","173","150","23",
"신사동","5~9세","2024 년","365","296","69",
"신사동","5~9세","2025 년","302","239","63",
"신사동","10~14세","2024 년","402","357","45",
"신사동","10~14세","2025 년","402","352","50",
"신사동","15~19세","2024 년","585","533","52",
"신사동","15~19세","2025 년","578","514","64",
"신사동","20~24세","2024 년","1873","1727","146",
"신사동","20~24세","2025 년","1763","1553","210",
"신사동","25~29세","2024 년","4344","4141","203",
"신사동","25~29세","2025 년","4322","4105","217",
"신사동","30~34세","2024 년","3065","2923","142",
"신사동","30~34세","2025 년","3191","3047","144",
"신사동","35~39세","2024 년","1580","1390","190",
"신사동","35~39세","2025 년","1657","1483","174",
"신사동","40~44세","2024 년","1432","1247","185",
"신사동","40~44세","2025 년","1355","1160","195",
"신사동","45~49세","2024 년","1371","1188","183",
"신사동","45~49세","2025 년","1333","1149","184",
"신사동","50~54세","2024 년","1732","1470","262",
"신사동","50~54세","2025 년","1633","1412","221",
"신사동","55~59세","2024 년","1785","1474","311",
"신사동","55~59세","2025 년","1788","1485","303",
"신사동","60~64세","2024 년","1670","1429","241",
"신사동","60~64세","2025 년","1593","1360","233",
"신사동","65~69세","2024 년","1326","1224","102",
"신사동","65~69세","2025 년","1404","1275","129",
"신사동","70~74세","2024 년","985","941","44",
"신사동","70~74세","2025 년","1046","993","53",
"신사동","75~79세","2024 년","766","758","8",
"신사동","75~79세","2025 년","797","787","10",
"신사동","80~84세","2024 년","582","579","3",
"신사동","80~84세","2025 년","598","595","3",
"신사동","85~89세","2024 년","237","234","3",
"신사동","85~89세","2025 년","257","256","1",
"신사동","90~94세","2024 년","74","72","2",
"신사동","90~94세","2025 년","86","83","3",
"신사동","95~99세","2024 년","13","11","2",
"신사동","95~99세","2025 년","15","12","3",
"신사동","100세 이상","2024 년","3","2","1",
"신사동","100세 이상","2025 년","3","2","1",
"신림동","합계","2024 년","24050","22969","1081",
"신림동","합계","2025 년","24445","23109","1336",
"신림동","0~4세","2024 년","114","108","6",
"신림동","0~4세","2025 년","106","95","11",
"신림동","5~9세","2024 년","124","116","8",
"신림동","5~9세","2025 년","102","96","6",
"신림동","10~14세","2024 년","122","119","3",
"신림동","10~14세","2025 년","122","117","5",
"신림동","15~19세","2024 년","306","275","31",
"신림동","15~19세","2025 년","328","285","43",
"신림동","20~24세","2024 년","2626","2395","231",
"신림동","20~24세","2025 년","2496","2206","290",
"신림동","25~29세","2024 년","6545","6229","316",
"신림동","25~29세","2025 년","6458","6047","411",
"신림동","30~34세","2024 년","4696","4548","148",
"신림동","30~34세","2025 년","5143","4936","207",
"신림동","35~39세","2024 년","2130","2044","86",
"신림동","35~39세","2025 년","2197","2109","88",
"신림동","40~44세","2024 년","1495","1446","49",
"신림동","40~44세","2025 년","1436","1383","53",
"신림동","45~49세","2024 년","1052","1021","31",
"신림동","45~49세","2025 년","1118","1078","40",
"신림동","50~54세","2024 년","1019","977","42",
"신림동","50~54세","2025 년","1013","975","38",
"신림동","55~59세","2024 년","878","824","54",
"신림동","55~59세","2025 년","902","847","55",
"신림동","60~64세","2024 년","820","784","36",
"신림동","60~64세","2025 년","825","778","47",
"신림동","65~69세","2024 년","709","684","25",
"신림동","65~69세","2025 년","719","695","24",
"신림동","70~74세","2024 년","513","507","6",
"신림동","70~74세","2025 년","528","519","9",
"신림동","75~79세","2024 년","430","426","4",
"신림동","75~79세","2025 년","462","459","3",
"신림동","80~84세","2024 년","292","290","2",
"신림동","80~84세","2025 년","298","295","3",
"신림동","85~89세","2024 년","137","135","2",
"신림동","85~89세","2025 년","145","144","1",
"신림동","90~94세","2024 년","34","33","1",
"신림동","90~94세","2025 년","39","37","2",
"신림동","95~99세","2024 년","7","7","-",
"신림동","95~99세","2025 년","8","8","-",
"신림동","100세 이상","2024 년","1","1","-",
"신림동","100세 이상","2025 년","-","-","-",
"난향동","합계","2024 년","14739","14618","121",
"난향동","합계","2025 년","14564","14435","129",
"난향동","0~4세","2024 년","303","295","8",
"난향동","0~4세","2025 년","323","315","8",
"난향동","5~9세","2024 년","464","458","6",
"난향동","5~9세","2025 년","404","400","4",
"난향동","10~14세","2024 년","670","668","2",
"난향동","10~14세","2025 년","659","655","4",
"난향동","15~19세","2024 년","692","692","-",
"난향동","15~19세","2025 년","680","680","-",
"난향동","20~24세","2024 년","784","779","5",
"난향동","20~24세","2025 년","724","721","3",
"난향동","25~29세","2024 년","768","766","2",
"난향동","25~29세","2025 년","764","760","4",
"난향동","30~34세","2024 년","807","794","13",
"난향동","30~34세","2025 년","791","781","10",
"난향동","35~39세","2024 년","808","793","15",
"난향동","35~39세","2025 년","773","755","18",
"난향동","40~44세","2024 년","1128","1111","17",
"난향동","40~44세","2025 년","1036","1018","18",
"난향동","45~49세","2024 년","1260","1253","7",
"난향동","45~49세","2025 년","1259","1247","12",
"난향동","50~54세","2024 년","1525","1514","11",
"난향동","50~54세","2025 년","1465","1453","12",
"난향동","55~59세","2024 년","1265","1249","16",
"난향동","55~59세","2025 년","1292","1278","14",
"난향동","60~64세","2024 년","1180","1167","13",
"난향동","60~64세","2025 년","1113","1098","15",
"난향동","65~69세","2024 년","1045","1043","2",
"난향동","65~69세","2025 년","1109","1104","5",
"난향동","70~74세","2024 년","777","776","1",
"난향동","70~74세","2025 년","830","829","1",
"난향동","75~79세","2024 년","610","608","2",
"난향동","75~79세","2025 년","641","641","-",
"난향동","80~84세","2024 년","400","400","-",
"난향동","80~84세","2025 년","425","425","-",
"난향동","85~89세","2024 년","182","182","-",
"난향동","85~89세","2025 년","197","197","-",
"난향동","90~94세","2024 년","58","57","1",
"난향동","90~94세","2025 년","67","66","1",
"난향동","95~99세","2024 년","12","12","-",
"난향동","95~99세","2025 년","10","10","-",
"난향동","100세 이상","2024 년","1","1","-",
"난향동","100세 이상","2025 년","2","2","-",
"조원동","합계","2024 년","21097","19605","1492",
"조원동","합계","2025 년","21420","19780","1640",
"조원동","0~4세","2024 년","402","382","20",
"조원동","0~4세","2025 년","459","442","17",
"조원동","5~9세","2024 년","324","299","25",
"조원동","5~9세","2025 년","300","277","23",
"조원동","10~14세","2024 년","374","350","24",
"조원동","10~14세","2025 년","356","332","24",
"조원동","15~19세","2024 년","457","425","32",
"조원동","15~19세","2025 년","425","384","41",
"조원동","20~24세","2024 년","1329","1222","107",
"조원동","20~24세","2025 년","1356","1201","155",
"조원동","25~29세","2024 년","3144","3018","126",
"조원동","25~29세","2025 년","3243","3086","157",
"조원동","30~34세","2024 년","2955","2851","104",
"조원동","30~34세","2025 년","3068","2948","120",
"조원동","35~39세","2024 년","1807","1689","118",
"조원동","35~39세","2025 년","1894","1767","127",
"조원동","40~44세","2024 년","1399","1295","104",
"조원동","40~44세","2025 년","1370","1255","115",
"조원동","45~49세","2024 년","1196","1073","123",
"조원동","45~49세","2025 년","1201","1094","107",
"조원동","50~54세","2024 년","1362","1183","179",
"조원동","50~54세","2025 년","1284","1108","176",
"조원동","55~59세","2024 년","1454","1197","257",
"조원동","55~59세","2025 년","1413","1163","250",
"조원동","60~64세","2024 년","1448","1298","150",
"조원동","60~64세","2025 년","1411","1227","184",
"조원동","65~69세","2024 년","1229","1148","81",
"조원동","65~69세","2025 년","1295","1204","91",
"조원동","70~74세","2024 년","869","842","27",
"조원동","70~74세","2025 년","918","882","36",
"조원동","75~79세","2024 년","631","624","7",
"조원동","75~79세","2025 년","672","663","9",
"조원동","80~84세","2024 년","428","424","4",
"조원동","80~84세","2025 년","447","442","5",
"조원동","85~89세","2024 년","212","208","4",
"조원동","85~89세","2025 년","214","212","2",
"조원동","90~94세","2024 년","57","57","-",
"조원동","90~94세","2025 년","73","72","1",
"조원동","95~99세","2024 년","16","16","-",
"조원동","95~99세","2025 년","19","19","-",
"조원동","100세 이상","2024 년","4","4","-",
"조원동","100세 이상","2025 년","2","2","-",
"대학동","합계","2024 년","27940","24378","3562",
"대학동","합계","2025 년","28856","24672","4184",
"대학동","0~4세","2024 년","275","234","41",
"대학동","0~4세","2025 년","267","227","40",
"대학동","5~9세","2024 년","287","258","29",
"대학동","5~9세","2025 년","259","238","21",
"대학동","10~14세","2024 년","387","378","9",
"대학동","10~14세","2025 년","356","349","7",
"대학동","15~19세","2024 년","813","490","323",
"대학동","15~19세","2025 년","927","522","405",
"대학동","20~24세","2024 년","3517","2278","1239",
"대학동","20~24세","2025 년","3705","2229","1476",
"대학동","25~29세","2024 년","5170","4144","1026",
"대학동","25~29세","2025 년","5451","4246","1205",
"대학동","30~34세","2024 년","3688","3173","515",
"대학동","30~34세","2025 년","3829","3253","576",
"대학동","35~39세","2024 년","2149","1971","178",
"대학동","35~39세","2025 년","2269","2030","239",
"대학동","40~44세","2024 년","1836","1729","107",
"대학동","40~44세","2025 년","1746","1638","108",
"대학동","45~49세","2024 년","1588","1555","33",
"대학동","45~49세","2025 년","1643","1604","39",
"대학동","50~54세","2024 년","1790","1770","20",
"대학동","50~54세","2025 년","1768","1746","22",
"대학동","55~59세","2024 년","1545","1528","17",
"대학동","55~59세","2025 년","1636","1616","20",
"대학동","60~64세","2024 년","1422","1405","17",
"대학동","60~64세","2025 년","1403","1388","15",
"대학동","65~69세","2024 년","1227","1222","5",
"대학동","65~69세","2025 년","1210","1203","7",
"대학동","70~74세","2024 년","801","800","1",
"대학동","70~74세","2025 년","869","867","2",
"대학동","75~79세","2024 년","649","648","1",
"대학동","75~79세","2025 년","688","687","1",
"대학동","80~84세","2024 년","461","460","1",
"대학동","80~84세","2025 년","481","480","1",
"대학동","85~89세","2024 년","254","254","-",
"대학동","85~89세","2025 년","256","256","-",
"대학동","90~94세","2024 년","70","70","-",
"대학동","90~94세","2025 년","77","77","-",
"대학동","95~99세","2024 년","9","9","-",
"대학동","95~99세","2025 년","14","14","-",
"대학동","100세 이상","2024 년","2","2","-",
"대학동","100세 이상","2025 년","2","2","-",
"삼성동","합계","2024 년","19667","19518","149",
"삼성동","합계","2025 년","20209","20039","170",
"삼성동","0~4세","2024 년","230","224","6",
"삼성동","0~4세","2025 년","292","287","5",
"삼성동","5~9세","2024 년","324","320","4",
"삼성동","5~9세","2025 년","320","315","5",
"삼성동","10~14세","2024 년","483","477","6",
"삼성동","10~14세","2025 년","488","484","4",
"삼성동","15~19세","2024 년","596","595","1",
"삼성동","15~19세","2025 년","609","607","2",
"삼성동","20~24세","2024 년","835","819","16",
"삼성동","20~24세","2025 년","793","777","16",
"삼성동","25~29세","2024 년","1148","1132","16",
"삼성동","25~29세","2025 년","1142","1111","31",
"삼성동","30~34세","2024 년","1166","1155","11",
"삼성동","30~34세","2025 년","1264","1250","14",
"삼성동","35~39세","2024 년","1006","996","10",
"삼성동","35~39세","2025 년","1082","1072","10",
"삼성동","40~44세","2024 년","1131","1113","18",
"삼성동","40~44세","2025 년","1149","1129","20",
"삼성동","45~49세","2024 년","1229","1217","12",
"삼성동","45~49세","2025 년","1255","1244","11",
"삼성동","50~54세","2024 년","1759","1747","12",
"삼성동","50~54세","2025 년","1730","1716","14",
"삼성동","55~59세","2024 년","1824","1808","16",
"삼성동","55~59세","2025 년","1864","1853","11",
"삼성동","60~64세","2024 년","1965","1954","11",
"삼성동","60~64세","2025 년","1961","1948","13",
"삼성동","65~69세","2024 년","2009","2002","7",
"삼성동","65~69세","2025 년","2045","2034","11",
"삼성동","70~74세","2024 년","1368","1366","2",
"삼성동","70~74세","2025 년","1508","1506","2",
"삼성동","75~79세","2024 년","1184","1183","1",
"삼성동","75~79세","2025 년","1231","1230","1",
"삼성동","80~84세","2024 년","830","830","-",
"삼성동","80~84세","2025 년","836","836","-",
"삼성동","85~89세","2024 년","414","414","-",
"삼성동","85~89세","2025 년","461","461","-",
"삼성동","90~94세","2024 년","133","133","-",
"삼성동","90~94세","2025 년","136","136","-",
"삼성동","95~99세","2024 년","31","31","-",
"삼성동","95~99세","2025 년","41","41","-",
"삼성동","100세 이상","2024 년","2","2","-",
"삼성동","100세 이상","2025 년","2","2","-",
"미성동","합계","2024 년","29499","28924","575",
"미성동","합계","2025 년","29133","28472","661",
"미성동","0~4세","2024 년","439","432","7",
"미성동","0~4세","2025 년","408","399","9",
"미성동","5~9세","2024 년","735","721","14",
"미성동","5~9세","2025 년","634","617","17",
"미성동","10~14세","2024 년","939","927","12",
"미성동","10~14세","2025 년","911","900","11",
"미성동","15~19세","2024 년","1049","1031","18",
"미성동","15~19세","2025 년","1019","994","25",
"미성동","20~24세","2024 년","1599","1567","32",
"미성동","20~24세","2025 년","1464","1400","64",
"미성동","25~29세","2024 년","2578","2500","78",
"미성동","25~29세","2025 년","2559","2474","85",
"미성동","30~34세","2024 년","2447","2400","47",
"미성동","30~34세","2025 년","2429","2372","57",
"미성동","35~39세","2024 년","1812","1758","54",
"미성동","35~39세","2025 년","1753","1700","53",
"미성동","40~44세","2024 년","1917","1873","44",
"미성동","40~44세","2025 년","1835","1788","47",
"미성동","45~49세","2024 년","1991","1943","48",
"미성동","45~49세","2025 년","2000","1949","51",
"미성동","50~54세","2024 년","2481","2423","58",
"미성동","50~54세","2025 년","2360","2304","56",
"미성동","55~59세","2024 년","2383","2304","79",
"미성동","55~59세","2025 년","2365","2284","81",
"미성동","60~64세","2024 년","2488","2434","54",
"미성동","60~64세","2025 년","2386","2323","63",
"미성동","65~69세","2024 년","2339","2319","20",
"미성동","65~69세","2025 년","2401","2375","26",
"미성동","70~74세","2024 년","1710","1704","6",
"미성동","70~74세","2025 년","1824","1812","12",
"미성동","75~79세","2024 년","1280","1279","1",
"미성동","75~79세","2025 년","1360","1359","1",
"미성동","80~84세","2024 년","820","818","2",
"미성동","80~84세","2025 년","887","886","1",
"미성동","85~89세","2024 년","369","369","-",
"미성동","85~89세","2025 년","399","398","1",
"미성동","90~94세","2024 년","96","95","1",
"미성동","90~94세","2025 년","105","104","1",
"미성동","95~99세","2024 년","25","25","-",
"미성동","95~99세","2025 년","31","31","-",
"미성동","100세 이상","2024 년","2","2","-",
"미성동","100세 이상","2025 년","3","3","-",
"난곡동","합계","2024 년","25269","24799","470",
"난곡동","합계","2025 년","24665","24211","454",
"난곡동","0~4세","2024 년","305","296","9",
"난곡동","0~4세","2025 년","291","284","7",
"난곡동","5~9세","2024 년","465","448","17",
"난곡동","5~9세","2025 년","384","371","13",
"난곡동","10~14세","2024 년","679","671","8",
"난곡동","10~14세","2025 년","616","610","6",
"난곡동","15~19세","2024 년","817","813","4",
"난곡동","15~19세","2025 년","807","797","10",
"난곡동","20~24세","2024 년","1240","1214","26",
"난곡동","20~24세","2025 년","1096","1068","28",
"난곡동","25~29세","2024 년","2097","2060","37",
"난곡동","25~29세","2025 년","1935","1898","37",
"난곡동","30~34세","2024 년","2144","2110","34",
"난곡동","30~34세","2025 년","2116","2078","38",
"난곡동","35~39세","2024 년","1441","1391","50",
"난곡동","35~39세","2025 년","1516","1478","38",
"난곡동","40~44세","2024 년","1559","1512","47",
"난곡동","40~44세","2025 년","1439","1388","51",
"난곡동","45~49세","2024 년","1630","1589","41",
"난곡동","45~49세","2025 년","1589","1547","42",
"난곡동","50~54세","2024 년","2147","2100","47",
"난곡동","50~54세","2025 년","2026","1981","45",
"난곡동","55~59세","2024 년","2261","2199","62",
"난곡동","55~59세","2025 년","2181","2130","51",
"난곡동","60~64세","2024 년","2411","2359","52",
"난곡동","60~64세","2025 년","2338","2290","48",
"난곡동","65~69세","2024 년","2050","2023","27",
"난곡동","65~69세","2025 년","2080","2056","24",
"난곡동","70~74세","2024 년","1467","1460","7",
"난곡동","70~74세","2025 년","1578","1567","11",
"난곡동","75~79세","2024 년","1235","1235","-",
"난곡동","75~79세","2025 년","1288","1286","2",
"난곡동","80~84세","2024 년","816","816","-",
"난곡동","80~84세","2025 년","819","818","1",
"난곡동","85~89세","2024 년","365","363","2",
"난곡동","85~89세","2025 년","419","417","2",
"난곡동","90~94세","2024 년","112","112","-",
"난곡동","90~94세","2025 년","116","116","-",
"난곡동","95~99세","2024 년","26","26","-",
"난곡동","95~99세","2025 년","29","29","-",
"난곡동","100세 이상","2024 년","2","2","-",
"난곡동","100세 이상","2025 년","2","2","-",
"서초구","합계","2024 년","413076","408376","4700",
"서초구","합계","2025 년","419295","414428","4867",
"서초구","0~4세","2024 년","10261","10139","122",
"서초구","0~4세","2025 년","10722","10591","131",
"서초구","5~9세","2024 년","16696","16495","201",
"서초구","5~9세","2025 년","16009","15806","203",
"서초구","10~14세","2024 년","22997","22797","200",
"서초구","10~14세","2025 년","22990","22777","213",
"서초구","15~19세","2024 년","22133","21992","141",
"서초구","15~19세","2025 년","23097","22950","147",
"서초구","20~24세","2024 년","22058","21740","318",
"서초구","20~24세","2025 년","21204","20899","305",
"서초구","25~29세","2024 년","27814","27233","581",
"서초구","25~29세","2025 년","27773","27168","605",
"서초구","30~34세","2024 년","30016","29429","587",
"서초구","30~34세","2025 년","30253","29628","625",
"서초구","35~39세","2024 년","28329","27687","642",
"서초구","35~39세","2025 년","28755","28109","646",
"서초구","40~44세","2024 년","35539","34886","653",
"서초구","40~44세","2025 년","34919","34274","645",
"서초구","45~49세","2024 년","36424","35995","429",
"서초구","45~49세","2025 년","37485","37000","485",
"서초구","50~54세","2024 년","37836","37500","336",
"서초구","50~54세","2025 년","37506","37169","337",
"서초구","55~59세","2024 년","29130","28902","228",
"서초구","55~59세","2025 년","31124","30888","236",
"서초구","60~64세","2024 년","25108","24975","133",
"서초구","60~64세","2025 년","25150","25013","137",
"서초구","65~69세","2024 년","23612","23551","61",
"서초구","65~69세","2025 년","23848","23772","76",
"서초구","70~74세","2024 년","16935","16905","30",
"서초구","70~74세","2025 년","18537","18498","39",
"서초구","75~79세","2024 년","13512","13493","19",
"서초구","75~79세","2025 년","14089","14072","17",
"서초구","80~84세","2024 년","8450","8443","7",
"서초구","80~84세","2025 년","9002","8995","7",
"서초구","85~89세","2024 년","4228","4221","7",
"서초구","85~89세","2025 년","4598","4591","7",
"서초구","90~94세","2024 년","1533","1532","1",
"서초구","90~94세","2025 년","1739","1737","2",
"서초구","95~99세","2024 년","402","399","3",
"서초구","95~99세","2025 년","428","425","3",
"서초구","100세 이상","2024 년","63","62","1",
"서초구","100세 이상","2025 년","67","66","1",
"서초1동","합계","2024 년","20408","20178","230",
"서초1동","합계","2025 년","20211","19981","230",
"서초1동","0~4세","2024 년","441","441","-",
"서초1동","0~4세","2025 년","421","420","1",
"서초1동","5~9세","2024 년","615","615","-",
"서초1동","5~9세","2025 년","548","547","1",
"서초1동","10~14세","2024 년","879","877","2",
"서초1동","10~14세","2025 년","831","829","2",
"서초1동","15~19세","2024 년","934","929","5",
"서초1동","15~19세","2025 년","915","914","1",
"서초1동","20~24세","2024 년","1159","1122","37",
"서초1동","20~24세","2025 년","1128","1099","29",
"서초1동","25~29세","2024 년","1564","1511","53",
"서초1동","25~29세","2025 년","1512","1457","55",
"서초1동","30~34세","2024 년","1788","1748","40",
"서초1동","30~34세","2025 년","1832","1795","37",
"서초1동","35~39세","2024 년","1552","1525","27",
"서초1동","35~39세","2025 년","1546","1519","27",
"서초1동","40~44세","2024 년","1793","1769","24",
"서초1동","40~44세","2025 년","1674","1655","19",
"서초1동","45~49세","2024 년","1706","1695","11",
"서초1동","45~49세","2025 년","1687","1666","21",
"서초1동","50~54세","2024 년","1856","1844","12",
"서초1동","50~54세","2025 년","1803","1789","14",
"서초1동","55~59세","2024 년","1430","1421","9",
"서초1동","55~59세","2025 년","1501","1493","8",
"서초1동","60~64세","2024 년","1249","1243","6",
"서초1동","60~64세","2025 년","1257","1251","6",
"서초1동","65~69세","2024 년","1171","1171","-",
