"동별","연령별","시점","계","한국인","등록외국인",
"사근동","95~99세","2025 년","6","6","-",
"사근동","100세 이상","2024 년","1","-","1",
"사근동","100세 이상","2025 년","-","-","-",
"행당1동","합계","2024 년","14032","13736","296",
"행당1동","합계","2025 년","15779","15457","322",
"행당1동","0~4세","2024 년","375","372","3",
"행당1동","0~4세","2025 년","476","472","4",
"행당1동","5~9세","2024 년","428","425","3",
"행당1동","5~9세","2025 년","472","469","3",
"행당1동","10~14세","2024 년","473","471","2",
"행당1동","10~14세","2025 년","499","497","2",
"행당1동","15~19세","2024 년","524","516","8",
"행당1동","15~19세","2025 년","576","566","10",
"행당1동","20~24세","2024 년","955","879","76",
"행당1동","20~24세","2025 년","973","883","90",
"행당1동","25~29세","2024 년","1311","1237","74",
"행당1동","25~29세","2025 년","1403","1327","76",
"행당1동","30~34세","2024 년","1339","1303","36",
"행당1동","30~34세","2025 년","1587","1549","38",
"행당1동","35~39세","2024 년","1074","1050","24",
"행당1동","35~39세","2025 년","1356","1327","29",
"행당1동","40~44세","2024 년","1066","1050","16",
"행당1동","40~44세","2025 년","1217","1199","18",
"행당1동","45~49세","2024 년","963","956","7",
"행당1동","45~49세","2025 년","1095","1088","7",
"행당1동","50~54세","2024 년","1153","1144","9",
"행당1동","50~54세","2025 년","1199","1192","7",
"행당1동","55~59세","2024 년","1029","1011","18",
"행당1동","55~59세","2025 년","1205","1190","15",
"행당1동","60~64세","2024 년","974","961","13",
"행당1동","60~64세","2025 년","1052","1037","15",
"행당1동","65~69세","2024 년","812","806","6",
"행당1동","65~69세","2025 년","932","925","7",
"행당1동","70~74세","2024 년","526","525","1",
"행당1동","70~74세","2025 년","609","608","1",
"행당1동","75~79세","2024 년","440","440","-",
"행당1동","75~79세","2025 년","478","478","-",
"행당1동","80~84세","2024 년","347","347","-",
"행당1동","80~84세","2025 년","370","370","-",
"행당1동","85~89세","2024 년","171","171","-",
"행당1동","85~89세","2025 년","195","195","-",
"행당1동","90~94세","2024 년","51","51","-",
"행당1동","90~94세","2025 년","66","66","-",
"행당1동","95~99세","2024 년","14","14","-",
"행당1동","95~99세","2025 년","16","16","-",
"행당1동","100세 이상","2024 년","7","7","-",
"행당1동","100세 이상","2025 년","3","3","-",
"행당2동","합계","2024 년","22716","22620","96",
"행당2동","합계","2025 년","22502","22412","90",
"행당2동","0~4세","2024 년","687","687","-",
"행당2동","0~4세","2025 년","726","725","1",
"행당2동","5~9세","2024 년","812","811","1",
"행당2동","5~9세","2025 년","779","778","1",
"행당2동","10~14세","2024 년","858","858","-",
"행당2동","10~14세","2025 년","872","872","-",
"행당2동","15~19세","2024 년","984","983","1",
"행당2동","15~19세","2025 년","924","922","2",
"행당2동","20~24세","2024 년","1135","1121","14",
"행당2동","20~24세","2025 년","1062","1046","16",
"행당2동","25~29세","2024 년","1355","1339","16",
"행당2동","25~29세","2025 년","1315","1303","12",
"행당2동","30~34세","2024 년","1712","1708","4",
"행당2동","30~34세","2025 년","1724","1720","4",
"행당2동","35~39세","2024 년","1777","1761","16",
"행당2동","35~39세","2025 년","1833","1820","13",
"행당2동","40~44세","2024 년","1765","1761","4",
"행당2동","40~44세","2025 년","1717","1710","7",
"행당2동","45~49세","2024 년","1733","1719","14",
"행당2동","45~49세","2025 년","1654","1644","10",
"행당2동","50~54세","2024 년","2073","2061","12",
"행당2동","50~54세","2025 년","1965","1950","15",
"행당2동","55~59세","2024 년","1872","1868","4",
"행당2동","55~59세","2025 년","1897","1894","3",
"행당2동","60~64세","2024 년","1648","1643","5",
"행당2동","60~64세","2025 년","1577","1575","2",
"행당2동","65~69세","2024 년","1427","1424","3",
"행당2동","65~69세","2025 년","1461","1459","2",
"행당2동","70~74세","2024 년","975","975","-",
"행당2동","70~74세","2025 년","1033","1033","-",
"행당2동","75~79세","2024 년","870","870","-",
"행당2동","75~79세","2025 년","867","867","-",
"행당2동","80~84세","2024 년","593","593","-",
"행당2동","80~84세","2025 년","604","604","-",
"행당2동","85~89세","2024 년","309","308","1",
"행당2동","85~89세","2025 년","339","338","1",
"행당2동","90~94세","2024 년","102","102","-",
"행당2동","90~94세","2025 년","123","123","-",
"행당2동","95~99세","2024 년","22","22","-",
"행당2동","95~99세","2025 년","24","24","-",
"행당2동","100세 이상","2024 년","7","6","1",
"행당2동","100세 이상","2025 년","6","5","1",
"응봉동","합계","2024 년","14798","14723","75",
"응봉동","합계","2025 년","14515","14433","82",
"응봉동","0~4세","2024 년","373","372","1",
"응봉동","0~4세","2025 년","395","394","1",
"응봉동","5~9세","2024 년","531","529","2",
"응봉동","5~9세","2025 년","501","500","1",
"응봉동","10~14세","2024 년","717","715","2",
"응봉동","10~14세","2025 년","657","654","3",
"응봉동","15~19세","2024 년","722","722","-",
"응봉동","15~19세","2025 년","712","711","1",
"응봉동","20~24세","2024 년","751","744","7",
"응봉동","20~24세","2025 년","680","671","9",
"응봉동","25~29세","2024 년","864","856","8",
"응봉동","25~29세","2025 년","843","833","10",
"응봉동","30~34세","2024 년","1024","1011","13",
"응봉동","30~34세","2025 년","1023","1009","14",
"응봉동","35~39세","2024 년","1036","1027","9",
"응봉동","35~39세","2025 년","1105","1094","11",
"응봉동","40~44세","2024 년","1289","1283","6",
"응봉동","40~44세","2025 년","1219","1211","8",
"응봉동","45~49세","2024 년","1227","1218","9",
"응봉동","45~49세","2025 년","1198","1188","10",
"응봉동","50~54세","2024 년","1411","1407","4",
"응봉동","50~54세","2025 년","1318","1314","4",
"응봉동","55~59세","2024 년","1161","1155","6",
"응봉동","55~59세","2025 년","1181","1177","4",
"응봉동","60~64세","2024 년","1005","1000","5",
"응봉동","60~64세","2025 년","986","982","4",
"응봉동","65~69세","2024 년","846","845","1",
"응봉동","65~69세","2025 년","824","823","1",
"응봉동","70~74세","2024 년","614","612","2",
"응봉동","70~74세","2025 년","635","634","1",
"응봉동","75~79세","2024 년","508","508","-",
"응봉동","75~79세","2025 년","523","523","-",
"응봉동","80~84세","2024 년","426","426","-",
"응봉동","80~84세","2025 년","405","405","-",
"응봉동","85~89세","2024 년","210","210","-",
"응봉동","85~89세","2025 년","220","220","-",
"응봉동","90~94세","2024 년","69","69","-",
"응봉동","90~94세","2025 년","77","77","-",
"응봉동","95~99세","2024 년","14","14","-",
"응봉동","95~99세","2025 년","13","13","-",
"응봉동","100세 이상","2024 년","-","-","-",
"응봉동","100세 이상","2025 년","-","-","-",
"금호1가동","합계","2024 년","14680","14580","100",
"금호1가동","합계","2025 년","14356","14277","79",
"금호1가동","0~4세","2024 년","491","489","2",
"금호1가동","0~4세","2025 년","467","466","1",
"금호1가동","5~9세","2024 년","545","542","3",
"금호1가동","5~9세","2025 년","483","483","-",
"금호1가동","10~14세","2024 년","519","516","3",
"금호1가동","10~14세","2025 년","522","521","1",
"금호1가동","15~19세","2024 년","498","495","3",
"금호1가동","15~19세","2025 년","491","485","6",
"금호1가동","20~24세","2024 년","629","625","4",
"금호1가동","20~24세","2025 년","574","567","7",
"금호1가동","25~29세","2024 년","828","818","10",
"금호1가동","25~29세","2025 년","770","765","5",
"금호1가동","30~34세","2024 년","1094","1081","13",
"금호1가동","30~34세","2025 년","1100","1094","6",
"금호1가동","35~39세","2024 년","1215","1201","14",
"금호1가동","35~39세","2025 년","1186","1171","15",
"금호1가동","40~44세","2024 년","1372","1361","11",
"금호1가동","40~44세","2025 년","1308","1300","8",
"금호1가동","45~49세","2024 년","1122","1112","10",
"금호1가동","45~49세","2025 년","1131","1121","10",
"금호1가동","50~54세","2024 년","1188","1180","8",
"금호1가동","50~54세","2025 년","1113","1104","9",
"금호1가동","55~59세","2024 년","1104","1099","5",
"금호1가동","55~59세","2025 년","1109","1107","2",
"금호1가동","60~64세","2024 년","1117","1106","11",
"금호1가동","60~64세","2025 년","1032","1027","5",
"금호1가동","65~69세","2024 년","1045","1045","-",
"금호1가동","65~69세","2025 년","1066","1065","1",
"금호1가동","70~74세","2024 년","717","715","2",
"금호1가동","70~74세","2025 년","777","776","1",
"금호1가동","75~79세","2024 년","526","525","1",
"금호1가동","75~79세","2025 년","538","536","2",
"금호1가동","80~84세","2024 년","363","363","-",
"금호1가동","80~84세","2025 년","345","345","-",
"금호1가동","85~89세","2024 년","215","215","-",
"금호1가동","85~89세","2025 년","232","232","-",
"금호1가동","90~94세","2024 년","79","79","-",
"금호1가동","90~94세","2025 년","88","88","-",
"금호1가동","95~99세","2024 년","12","12","-",
"금호1가동","95~99세","2025 년","21","21","-",
"금호1가동","100세 이상","2024 년","1","1","-",
"금호1가동","100세 이상","2025 년","3","3","-",
"금호2.3가동","합계","2024 년","21329","21148","181",
"금호2.3가동","합계","2025 년","20727","20566","161",
"금호2.3가동","0~4세","2024 년","731","729","2",
"금호2.3가동","0~4세","2025 년","710","707","3",
"금호2.3가동","5~9세","2024 년","741","739","2",
"금호2.3가동","5~9세","2025 년","658","656","2",
"금호2.3가동","10~14세","2024 년","548","545","3",
"금호2.3가동","10~14세","2025 년","576","574","2",
"금호2.3가동","15~19세","2024 년","632","625","7",
"금호2.3가동","15~19세","2025 년","577","570","7",
"금호2.3가동","20~24세","2024 년","964","951","13",
"금호2.3가동","20~24세","2025 년","839","828","11",
"금호2.3가동","25~29세","2024 년","1339","1319","20",
"금호2.3가동","25~29세","2025 년","1268","1251","17",
"금호2.3가동","30~34세","2024 년","1828","1806","22",
"금호2.3가동","30~34세","2025 년","1856","1839","17",
"금호2.3가동","35~39세","2024 년","1958","1937","21",
"금호2.3가동","35~39세","2025 년","1922","1907","15",
"금호2.3가동","40~44세","2024 년","1885","1867","18",
"금호2.3가동","40~44세","2025 년","1780","1764","16",
"금호2.3가동","45~49세","2024 년","1532","1517","15",
"금호2.3가동","45~49세","2025 년","1528","1511","17",
"금호2.3가동","50~54세","2024 년","1759","1741","18",
"금호2.3가동","50~54세","2025 년","1627","1611","16",
"금호2.3가동","55~59세","2024 년","1648","1626","22",
"금호2.3가동","55~59세","2025 년","1655","1634","21",
"금호2.3가동","60~64세","2024 년","1611","1598","13",
"금호2.3가동","60~64세","2025 년","1515","1502","13",
"금호2.3가동","65~69세","2024 년","1406","1404","2",
"금호2.3가동","65~69세","2025 년","1416","1416","-",
"금호2.3가동","70~74세","2024 년","951","949","2",
"금호2.3가동","70~74세","2025 년","1032","1029","3",
"금호2.3가동","75~79세","2024 년","784","784","-",
"금호2.3가동","75~79세","2025 년","763","763","-",
"금호2.3가동","80~84세","2024 년","602","601","1",
"금호2.3가동","80~84세","2025 년","568","568","-",
"금호2.3가동","85~89세","2024 년","285","285","-",
"금호2.3가동","85~89세","2025 년","313","312","1",
"금호2.3가동","90~94세","2024 년","100","100","-",
"금호2.3가동","90~94세","2025 년","96","96","-",
"금호2.3가동","95~99세","2024 년","20","20","-",
"금호2.3가동","95~99세","2025 년","23","23","-",
"금호2.3가동","100세 이상","2024 년","5","5","-",
"금호2.3가동","100세 이상","2025 년","5","5","-",
"금호4가동","합계","2024 년","14235","14074","161",
"금호4가동","합계","2025 년","14047","13869","178",
"금호4가동","0~4세","2024 년","529","529","-",
"금호4가동","0~4세","2025 년","508","507","1",
"금호4가동","5~9세","2024 년","609","608","1",
"금호4가동","5~9세","2025 년","549","546","3",
"금호4가동","10~14세","2024 년","470","468","2",
"금호4가동","10~14세","2025 년","490","486","4",
"금호4가동","15~19세","2024 년","453","432","21",
"금호4가동","15~19세","2025 년","451","425","26",
"금호4가동","20~24세","2024 년","503","484","19",
"금호4가동","20~24세","2025 년","472","456","16",
"금호4가동","25~29세","2024 년","782","757","25",
"금호4가동","25~29세","2025 년","714","686","28",
"금호4가동","30~34세","2024 년","1134","1120","14",
"금호4가동","30~34세","2025 년","1181","1165","16",
"금호4가동","35~39세","2024 년","1299","1283","16",
"금호4가동","35~39세","2025 년","1274","1255","19",
"금호4가동","40~44세","2024 년","1427","1414","13",
"금호4가동","40~44세","2025 년","1354","1341","13",
"금호4가동","45~49세","2024 년","1094","1086","8",
"금호4가동","45~49세","2025 년","1099","1087","12",
"금호4가동","50~54세","2024 년","1156","1144","12",
"금호4가동","50~54세","2025 년","1094","1085","9",
"금호4가동","55~59세","2024 년","988","976","12",
"금호4가동","55~59세","2025 년","1020","1012","8",
"금호4가동","60~64세","2024 년","1029","1021","8",
"금호4가동","60~64세","2025 년","958","945","13",
"금호4가동","65~69세","2024 년","937","931","6",
"금호4가동","65~69세","2025 년","968","963","5",
"금호4가동","70~74세","2024 년","644","642","2",
"금호4가동","70~74세","2025 년","703","701","2",
"금호4가동","75~79세","2024 년","520","519","1",
"금호4가동","75~79세","2025 년","523","521","2",
"금호4가동","80~84세","2024 년","370","370","-",
"금호4가동","80~84세","2025 년","385","385","-",
"금호4가동","85~89세","2024 년","202","202","-",
"금호4가동","85~89세","2025 년","201","201","-",
"금호4가동","90~94세","2024 년","75","74","1",
"금호4가동","90~94세","2025 년","86","85","1",
"금호4가동","95~99세","2024 년","12","12","-",
"금호4가동","95~99세","2025 년","15","15","-",
"금호4가동","100세 이상","2024 년","2","2","-",
"금호4가동","100세 이상","2025 년","2","2","-",
"옥수동","합계","2024 년","25548","25289","259",
"옥수동","합계","2025 년","25352","25080","272",
"옥수동","0~4세","2024 년","1087","1078","9",
"옥수동","0~4세","2025 년","1121","1110","11",
"옥수동","5~9세","2024 년","1160","1154","6",
"옥수동","5~9세","2025 년","1054","1044","10",
"옥수동","10~14세","2024 년","846","832","14",
"옥수동","10~14세","2025 년","902","888","14",
"옥수동","15~19세","2024 년","766","758","8",
"옥수동","15~19세","2025 년","756","742","14",
"옥수동","20~24세","2024 년","1007","991","16",
"옥수동","20~24세","2025 년","914","904","10",
"옥수동","25~29세","2024 년","1292","1277","15",
"옥수동","25~29세","2025 년","1292","1273","19",
"옥수동","30~34세","2024 년","2141","2118","23",
"옥수동","30~34세","2025 년","2098","2075","23",
"옥수동","35~39세","2024 년","2538","2493","45",
"옥수동","35~39세","2025 년","2530","2483","47",
"옥수동","40~44세","2024 년","2616","2576","40",
"옥수동","40~44세","2025 년","2495","2457","38",
"옥수동","45~49세","2024 년","1883","1859","24",
"옥수동","45~49세","2025 년","1930","1902","28",
"옥수동","50~54세","2024 년","1979","1965","14",
"옥수동","50~54세","2025 년","1961","1945","16",
"옥수동","55~59세","2024 년","1801","1781","20",
"옥수동","55~59세","2025 년","1737","1724","13",
"옥수동","60~64세","2024 년","1784","1776","8",
"옥수동","60~64세","2025 년","1769","1757","12",
"옥수동","65~69세","2024 년","1665","1663","2",
"옥수동","65~69세","2025 년","1671","1670","1",
"옥수동","70~74세","2024 년","1057","1051","6",
"옥수동","70~74세","2025 년","1157","1150","7",
"옥수동","75~79세","2024 년","814","811","3",
"옥수동","75~79세","2025 년","827","825","2",
"옥수동","80~84세","2024 년","619","616","3",
"옥수동","80~84세","2025 년","614","610","4",
"옥수동","85~89세","2024 년","341","340","1",
"옥수동","85~89세","2025 년","357","356","1",
"옥수동","90~94세","2024 년","115","114","1",
"옥수동","90~94세","2025 년","125","124","1",
"옥수동","95~99세","2024 년","35","34","1",
"옥수동","95~99세","2025 년","39","38","1",
"옥수동","100세 이상","2024 년","2","2","-",
"옥수동","100세 이상","2025 년","3","3","-",
"성수1가1동","합계","2024 년","15501","15202","299",
"성수1가1동","합계","2025 년","15193","14906","287",
"성수1가1동","0~4세","2024 년","381","373","8",
"성수1가1동","0~4세","2025 년","400","394","6",
"성수1가1동","5~9세","2024 년","386","384","2",
"성수1가1동","5~9세","2025 년","354","348","6",
"성수1가1동","10~14세","2024 년","391","387","4",
"성수1가1동","10~14세","2025 년","346","342","4",
"성수1가1동","15~19세","2024 년","478","469","9",
"성수1가1동","15~19세","2025 년","453","448","5",
"성수1가1동","20~24세","2024 년","824","790","34",
"성수1가1동","20~24세","2025 년","719","692","27",
"성수1가1동","25~29세","2024 년","1322","1290","32",
"성수1가1동","25~29세","2025 년","1287","1243","44",
"성수1가1동","30~34세","2024 년","1662","1620","42",
"성수1가1동","30~34세","2025 년","1601","1561","40",
"성수1가1동","35~39세","2024 년","1333","1294","39",
"성수1가1동","35~39세","2025 년","1368","1338","30",
"성수1가1동","40~44세","2024 년","1123","1090","33",
"성수1가1동","40~44세","2025 년","1120","1088","32",
"성수1가1동","45~49세","2024 년","884","860","24",
"성수1가1동","45~49세","2025 년","864","840","24",
"성수1가1동","50~54세","2024 년","1280","1255","25",
"성수1가1동","50~54세","2025 년","1174","1156","18",
"성수1가1동","55~59세","2024 년","1450","1427","23",
"성수1가1동","55~59세","2025 년","1423","1395","28",
"성수1가1동","60~64세","2024 년","1364","1354","10",
"성수1가1동","60~64세","2025 년","1342","1335","7",
"성수1가1동","65~69세","2024 년","1095","1088","7",
"성수1가1동","65~69세","2025 년","1145","1137","8",
"성수1가1동","70~74세","2024 년","599","595","4",
"성수1가1동","70~74세","2025 년","668","663","5",
"성수1가1동","75~79세","2024 년","419","418","1",
"성수1가1동","75~79세","2025 년","411","410","1",
"성수1가1동","80~84세","2024 년","297","297","-",
"성수1가1동","80~84세","2025 년","298","298","-",
"성수1가1동","85~89세","2024 년","150","149","1",
"성수1가1동","85~89세","2025 년","156","156","-",
"성수1가1동","90~94세","2024 년","51","51","-",
"성수1가1동","90~94세","2025 년","53","52","1",
"성수1가1동","95~99세","2024 년","9","9","-",
"성수1가1동","95~99세","2025 년","9","9","-",
"성수1가1동","100세 이상","2024 년","3","2","1",
"성수1가1동","100세 이상","2025 년","2","1","1",
"성수1가2동","합계","2024 년","11927","11696","231",
"성수1가2동","합계","2025 년","13827","13548","279",
"성수1가2동","0~4세","2024 년","291","290","1",
"성수1가2동","0~4세","2025 년","419","415","4",
"성수1가2동","5~9세","2024 년","273","271","2",
"성수1가2동","5~9세","2025 년","320","319","1",
"성수1가2동","10~14세","2024 년","318","316","2",
"성수1가2동","10~14세","2025 년","333","332","1",
"성수1가2동","15~19세","2024 년","378","374","4",
"성수1가2동","15~19세","2025 년","428","419","9",
"성수1가2동","20~24세","2024 년","637","604","33",
"성수1가2동","20~24세","2025 년","678","643","35",
"성수1가2동","25~29세","2024 년","1104","1052","52",
"성수1가2동","25~29세","2025 년","1226","1165","61",
"성수1가2동","30~34세","2024 년","1262","1224","38",
"성수1가2동","30~34세","2025 년","1511","1465","46",
"성수1가2동","35~39세","2024 년","1108","1082","26",
"성수1가2동","35~39세","2025 년","1357","1326","31",
"성수1가2동","40~44세","2024 년","866","844","22",
"성수1가2동","40~44세","2025 년","1051","1027","24",
"성수1가2동","45~49세","2024 년","825","816","9",
"성수1가2동","45~49세","2025 년","967","952","15",
"성수1가2동","50~54세","2024 년","959","945","14",
"성수1가2동","50~54세","2025 년","1107","1090","17",
"성수1가2동","55~59세","2024 년","872","855","17",
"성수1가2동","55~59세","2025 년","1032","1013","19",
"성수1가2동","60~64세","2024 년","873","866","7",
"성수1가2동","60~64세","2025 년","950","938","12",
"성수1가2동","65~69세","2024 년","803","802","1",
"성수1가2동","65~69세","2025 년","934","932","2",
"성수1가2동","70~74세","2024 년","502","501","1",
"성수1가2동","70~74세","2025 년","575","574","1",
"성수1가2동","75~79세","2024 년","384","383","1",
"성수1가2동","75~79세","2025 년","421","421","-",
"성수1가2동","80~84세","2024 년","278","278","-",
"성수1가2동","80~84세","2025 년","300","300","-",
"성수1가2동","85~89세","2024 년","145","145","-",
"성수1가2동","85~89세","2025 년","166","166","-",
"성수1가2동","90~94세","2024 년","38","38","-",
"성수1가2동","90~94세","2025 년","40","40","-",
"성수1가2동","95~99세","2024 년","10","10","-",
"성수1가2동","95~99세","2025 년","11","11","-",
"성수1가2동","100세 이상","2024 년","1","-","1",
"성수1가2동","100세 이상","2025 년","1","-","1",
"성수2가1동","합계","2024 년","14610","14158","452",
"성수2가1동","합계","2025 년","14223","13692","531",
"성수2가1동","0~4세","2024 년","264","255","9",
"성수2가1동","0~4세","2025 년","263","258","5",
"성수2가1동","5~9세","2024 년","258","253","5",
"성수2가1동","5~9세","2025 년","234","228","6",
"성수2가1동","10~14세","2024 년","338","332","6",
"성수2가1동","10~14세","2025 년","299","295","4",
"성수2가1동","15~19세","2024 년","387","376","11",
"성수2가1동","15~19세","2025 년","370","350","20",
"성수2가1동","20~24세","2024 년","647","600","47",
"성수2가1동","20~24세","2025 년","640","557","83",
"성수2가1동","25~29세","2024 년","1124","1089","35",
"성수2가1동","25~29세","2025 년","1068","1006","62",
"성수2가1동","30~34세","2024 년","1352","1316","36",
"성수2가1동","30~34세","2025 년","1308","1258","50",
"성수2가1동","35~39세","2024 년","1093","1045","48",
"성수2가1동","35~39세","2025 년","1096","1054","42",
"성수2가1동","40~44세","2024 년","1000","959","41",
"성수2가1동","40~44세","2025 년","952","901","51",
"성수2가1동","45~49세","2024 년","865","834","31",
"성수2가1동","45~49세","2025 년","876","841","35",
"성수2가1동","50~54세","2024 년","1210","1157","53",
"성수2가1동","50~54세","2025 년","1080","1032","48",
"성수2가1동","55~59세","2024 년","1331","1264","67",
"성수2가1동","55~59세","2025 년","1276","1218","58",
"성수2가1동","60~64세","2024 년","1586","1559","27",
"성수2가1동","60~64세","2025 년","1469","1437","32",
"성수2가1동","65~69세","2024 년","1255","1231","24",
"성수2가1동","65~69세","2025 년","1310","1289","21",
"성수2가1동","70~74세","2024 년","751","741","10",
"성수2가1동","70~74세","2025 년","832","824","8",
"성수2가1동","75~79세","2024 년","518","517","1",
"성수2가1동","75~79세","2025 년","513","508","5",
"성수2가1동","80~84세","2024 년","387","387","-",
"성수2가1동","80~84세","2025 년","372","372","-",
"성수2가1동","85~89세","2024 년","171","171","-",
"성수2가1동","85~89세","2025 년","186","186","-",
"성수2가1동","90~94세","2024 년","62","62","-",
"성수2가1동","90~94세","2025 년","61","61","-",
"성수2가1동","95~99세","2024 년","10","10","-",
"성수2가1동","95~99세","2025 년","17","17","-",
"성수2가1동","100세 이상","2024 년","1","-","1",
"성수2가1동","100세 이상","2025 년","1","-","1",
"성수2가3동","합계","2024 년","9884","9643","241",
"성수2가3동","합계","2025 년","9786","9508","278",
"성수2가3동","0~4세","2024 년","201","199","2",
"성수2가3동","0~4세","2025 년","182","182","-",
"성수2가3동","5~9세","2024 년","197","196","1",
"성수2가3동","5~9세","2025 년","177","175","2",
"성수2가3동","10~14세","2024 년","240","239","1",
"성수2가3동","10~14세","2025 년","219","218","1",
"성수2가3동","15~19세","2024 년","266","255","11",
"성수2가3동","15~19세","2025 년","264","246","18",
"성수2가3동","20~24세","2024 년","542","493","49",
"성수2가3동","20~24세","2025 년","547","483","64",
"성수2가3동","25~29세","2024 년","1013","971","42",
"성수2가3동","25~29세","2025 년","967","919","48",
"성수2가3동","30~34세","2024 년","1137","1112","25",
"성수2가3동","30~34세","2025 년","1142","1104","38",
"성수2가3동","35~39세","2024 년","746","725","21",
"성수2가3동","35~39세","2025 년","758","739","19",
"성수2가3동","40~44세","2024 년","721","699","22",
"성수2가3동","40~44세","2025 년","692","670","22",
"성수2가3동","45~49세","2024 년","611","592","19",
"성수2가3동","45~49세","2025 년","611","593","18",
"성수2가3동","50~54세","2024 년","748","733","15",
"성수2가3동","50~54세","2025 년","707","693","14",
"성수2가3동","55~59세","2024 년","757","743","14",
"성수2가3동","55~59세","2025 년","769","753","16",
"성수2가3동","60~64세","2024 년","774","764","10",
"성수2가3동","60~64세","2025 년","745","735","10",
"성수2가3동","65~69세","2024 년","653","649","4",
"성수2가3동","65~69세","2025 년","681","678","3",
"성수2가3동","70~74세","2024 년","458","453","5",
"성수2가3동","70~74세","2025 년","460","455","5",
"성수2가3동","75~79세","2024 년","352","352","-",
"성수2가3동","75~79세","2025 년","369","369","-",
"성수2가3동","80~84세","2024 년","268","268","-",
"성수2가3동","80~84세","2025 년","271","271","-",
"성수2가3동","85~89세","2024 년","154","154","-",
"성수2가3동","85~89세","2025 년","167","167","-",
"성수2가3동","90~94세","2024 년","37","37","-",
"성수2가3동","90~94세","2025 년","50","50","-",
"성수2가3동","95~99세","2024 년","7","7","-",
"성수2가3동","95~99세","2025 년","7","7","-",
"성수2가3동","100세 이상","2024 년","2","2","-",
"성수2가3동","100세 이상","2025 년","1","1","-",
"송정동","합계","2024 년","9900","9453","447",
"송정동","합계","2025 년","9604","9116","488",
"송정동","0~4세","2024 년","149","140","9",
"송정동","0~4세","2025 년","145","131","14",
"송정동","5~9세","2024 년","186","180","6",
"송정동","5~9세","2025 년","172","166","6",
"송정동","10~14세","2024 년","220","219","1",
"송정동","10~14세","2025 년","206","205","1",
"송정동","15~19세","2024 년","266","237","29",
"송정동","15~19세","2025 년","260","224","36",
"송정동","20~24세","2024 년","577","474","103",
"송정동","20~24세","2025 년","556","435","121",
"송정동","25~29세","2024 년","965","890","75",
"송정동","25~29세","2025 년","883","786","97",
"송정동","30~34세","2024 년","974","925","49",
"송정동","30~34세","2025 년","992","946","46",
"송정동","35~39세","2024 년","671","645","26",
"송정동","35~39세","2025 년","666","635","31",
"송정동","40~44세","2024 년","668","643","25",
"송정동","40~44세","2025 년","634","614","20",
"송정동","45~49세","2024 년","635","614","21",
"송정동","45~49세","2025 년","629","606","23",
"송정동","50~54세","2024 년","800","773","27",
"송정동","50~54세","2025 년","716","694","22",
"송정동","55~59세","2024 년","884","851","33",
"송정동","55~59세","2025 년","835","802","33",
"송정동","60~64세","2024 년","910","894","16",
"송정동","60~64세","2025 년","860","844","16",
"송정동","65~69세","2024 년","785","772","13",
"송정동","65~69세","2025 년","798","787","11",
"송정동","70~74세","2024 년","480","469","11",
"송정동","70~74세","2025 년","497","490","7",
"송정동","75~79세","2024 년","352","350","2",
"송정동","75~79세","2025 년","366","363","3",
"송정동","80~84세","2024 년","226","225","1",
"송정동","80~84세","2025 년","227","226","1",
"송정동","85~89세","2024 년","111","111","-",
"송정동","85~89세","2025 년","116","116","-",
"송정동","90~94세","2024 년","35","35","-",
"송정동","90~94세","2025 년","41","41","-",
"송정동","95~99세","2024 년","6","6","-",
"송정동","95~99세","2025 년","5","5","-",
"송정동","100세 이상","2024 년","-","-","-",
"송정동","100세 이상","2025 년","-","-","-",
"용답동","합계","2024 년","13044","12055","989",
"용답동","합계","2025 년","14056","13040","1016",
"용답동","0~4세","2024 년","132","117","15",
"용답동","0~4세","2025 년","199","184","15",
"용답동","5~9세","2024 년","155","137","18",
"용답동","5~9세","2025 년","166","153","13",
"용답동","10~14세","2024 년","218","204","14",
"용답동","10~14세","2025 년","241","224","17",
"용답동","15~19세","2024 년","294","274","20",
"용답동","15~19세","2025 년","332","297","35",
"용답동","20~24세","2024 년","1099","811","288",
"용답동","20~24세","2025 년","1021","777","244",
"용답동","25~29세","2024 년","2025","1819","206",
"용답동","25~29세","2025 년","2134","1891","243",
"용답동","30~34세","2024 년","1612","1511","101",
"용답동","30~34세","2025 년","1964","1858","106",
"용답동","35~39세","2024 년","844","784","60",
"용답동","35~39세","2025 년","1106","1033","73",
"용답동","40~44세","2024 년","687","655","32",
"용답동","40~44세","2025 년","752","714","38",
"용답동","45~49세","2024 년","718","681","37",
"용답동","45~49세","2025 년","737","697","40",
"용답동","50~54세","2024 년","913","862","51",
"용답동","50~54세","2025 년","938","891","47",
"용답동","55~59세","2024 년","1061","975","86",
"용답동","55~59세","2025 년","1056","986","70",
"용답동","60~64세","2024 년","893","864","29",
"용답동","60~64세","2025 년","925","883","42",
"용답동","65~69세","2024 년","798","777","21",
"용답동","65~69세","2025 년","814","797","17",
"용답동","70~74세","2024 년","519","511","8",
"용답동","70~74세","2025 년","557","544","13",
"용답동","75~79세","2024 년","456","455","1",
"용답동","75~79세","2025 년","469","468","1",
"용답동","80~84세","2024 년","362","361","1",
"용답동","80~84세","2025 년","371","370","1",
"용답동","85~89세","2024 년","194","193","1",
"용답동","85~89세","2025 년","202","201","1",
"용답동","90~94세","2024 년","50","50","-",
