example_id,sex_code,age_code,survey_year,probability__공연,probability__관광지,probability__기타·문화누리 비대응,probability__도서,probability__문화체험,probability__미술,probability__스포츠관람,probability__영상,probability__체육시설
male_15_19_2024,1,1,2024,0.015338581669046713,0.09997247844899602,0.41763299726399633,0.019381372233969078,0.020158653859284715,0.009620227337428892,0.01653906971018281,0.20852246641720068,0.19283415305989476
female_20s_2024,2,2,2024,0.043748629031373915,0.1272687079080144,0.41681364752336525,0.023326518207076548,0.028988619324262044,0.018835536165299878,0.016404384085804597,0.18805192477968505,0.13656203297511843
male_60s_2024,1,6,2024,0.0067307538884496905,0.23650540069976958,0.39844150375946435,0.010255580258579686,0.012141165964428149,0.007560378961665969,0.011338977314187862,0.17145088149591386,0.1455753576575407
female_70plus_2024,2,7,2024,0.008904980483807879,0.17068792501690727,0.5249306642199933,0.004630304115612115,0.03433698773226377,0.0037138995257731066,0.0032037436021278114,0.18610217774260535,0.06348931756090946
